"3.4", "deprecated", "importlib.util.module_for_loader"
"3.4", "deprecated", "importlib.util.set_loader"
"3.4", "deprecated", "importlib.util.set_package"
"3.4.4", "added", "ssl.VERIFY_X509_TRUSTED_FIRST"
"3.5", "added", "cmath.isclose"
"3.5", "added", "codecs.namereplace_errors"
"3.5", "added", "collections.abc.AsyncIterable"
"3.5", "added", "collections.abc.AsyncIterator"
"3.5", "added", "collections.abc.Awaitable"
"3.5", "added", "collections.abc.Coroutine"
"3.5", "added", "collections.abc.Generator"
"3.5", "added", "contextlib.redirect_stderr"
"3.5", "added", "curses.update_lines_cols"
"3.5", "added", "difflib.diff_bytes"
"3.5", "added", "http.HTTPStatus"
"3.5", "added", "http.client.RemoteDisconnected"
"3.5", "added", "importlib.machinery.module_from_spec"
"3.5", "added", "importlib.util.LazyLoader"
"3.5", "added", "importlib.util.module_from_spec"
"3.5", "added", "inspect.CO_COROUTINE"
"3.5", "added", "inspect.CO_ITERABLE_COROUTINE"
"3.5", "added", "inspect.getcoroutinelocals"
"3.5", "added", "inspect.getcoroutinestate"
"3.5", "added", "inspect.isawaitable"
"3.5", "added", "inspect.iscoroutine"
"3.5", "added", "inspect.iscoroutinefunction"
"3.5", "added", "json.JSONDecodeError"
"3.5", "added", "linecache.lazycache"
"3.5", "added", "locale.delocalize"
"3.5", "added", "math.gcd"
"3.5", "added", "math.inf"
"3.5", "added", "math.isclose"
"3.5", "added", "math.nan"
"3.5", "added", "operator.__imatmul__"
"3.5", "added", "operator.__matmul__"
"3.5", "added", "operator.imatmul"
"3.5", "added", "operator.matmul"
"3.5", "added", "os.DirEntry"
"3.5", "added", "os.get_blocking"
"3.5", "added", "os.path.commonpath"
"3.5", "added", "os.path.commonpath"
"3.5", "added", "os.scandir"
"3.5", "added", "os.set_blocking"
"3.5", "added", "readline.append_history_file"
"3.5", "added", "selectors.DevpollSelector"
"3.5", "added", "signal.Handlers"
"3.5", "added", "signal.Sigmasks"
"3.5", "added", "signal.Signals"
"3.5", "added", "smtplib.SMTPNotSupportedError"
"3.5", "added", "socket.CAN_RAW_FD_FRAMES"
"3.5", "added", "ssl.HAS_ALPN"
"3.5", "added", "ssl.MemoryBIO"
"3.5", "added", "ssl.SSLObject"
"3.5", "added", "stat.FILE_ATTRIBUTE_ARCHIVE"
"3.5", "added", "stat.FILE_ATTRIBUTE_COMPRESSED"
"3.5", "added", "stat.FILE_ATTRIBUTE_DEVICE"
"3.5", "added", "stat.FILE_ATTRIBUTE_DIRECTORY"
"3.5", "added", "stat.FILE_ATTRIBUTE_ENCRYPTED"
"3.5", "added", "stat.FILE_ATTRIBUTE_HIDDEN"
"3.5", "added", "stat.FILE_ATTRIBUTE_INTEGRITY_STREAM"
"3.5", "added", "stat.FILE_ATTRIBUTE_NORMAL"
"3.5", "added", "stat.FILE_ATTRIBUTE_NOT_CONTENT_INDEXED"
"3.5", "added", "stat.FILE_ATTRIBUTE_NO_SCRUB_DATA"
"3.5", "added", "stat.FILE_ATTRIBUTE_OFFLINE"
"3.5", "added", "stat.FILE_ATTRIBUTE_READONLY"
"3.5", "added", "stat.FILE_ATTRIBUTE_REPARSE_POINT"
"3.5", "added", "stat.FILE_ATTRIBUTE_SPARSE_FILE"
"3.5", "added", "stat.FILE_ATTRIBUTE_SYSTEM"
"3.5", "added", "stat.FILE_ATTRIBUTE_TEMPORARY"
"3.5", "added", "stat.FILE_ATTRIBUTE_VIRTUAL"
"3.5", "added", "subprocess.CompletedProcess"
"3.5", "added", "subprocess.run"
"3.5", "added", "sys.is_finalizing"
"3.5", "added", "tempfile.gettempdirb"
"3.5", "added", "tempfile.gettempprefixb"
"3.5", "added", "test.support.detect_api_mismatch"
"3.5", "added", "token.ASYNC"
"3.5", "added", "token.AWAIT"
"3.5", "added", "traceback.FrameSummary"
"3.5", "added", "traceback.StackSummary"
"3.5", "added", "traceback.TracebackException"
"3.5", "added", "traceback.walk_stack"
"3.5", "added", "traceback.walk_tb"
"3.5", "added", "types.CoroutineType"
"3.5", "added", "types.coroutine"
"3.5", "added", "typing"
"3.5", "added", "urllib.request.HTTPPasswordMgrWithPriorAuth"
"3.5", "added", "zipapp"
"3.5", "deprecated", "importlib.machinery.DEBUG_BYTECODE_SUFFIXES"
"3.5", "deprecated", "importlib.machinery.OPTIMIZED_BYTECODE_SUFFIXES"
"3.5", "deprecated", "inspect.getcallargs"
"3.5.2", "added", "typing.AsyncIterable"
"3.5.2", "added", "typing.AsyncIterator"
"3.5.2", "added", "typing.Awaitable"
"3.5.2", "added", "typing.DefaultDict"
"3.5.2", "added", "typing.NewType"
"3.5.2", "added", "typing.TYPE_CHECKING"
"3.5.2", "added", "typing.Text"
"3.5.2", "added", "typing.Type"
"3.5.3", "added", "typing.ClassVar"
"3.5.3", "added", "typing.Coroutine"
"3.6", "added", "ast.Constant"
"3.6", "added", "asyncio.loop.shutdown_asyncgens"
"3.6", "added", "asyncio.run_coroutine_threadsafe"
"3.6", "added", "cmath.inf"
"3.6", "added", "cmath.infj"
"3.6", "added", "cmath.nan"
"3.6", "added", "cmath.nanj"
"3.6", "added", "cmath.tau"
"3.6", "added", "collections.abc.AsyncGenerator"
"3.6", "added", "collections.abc.Collection"
"3.6", "added", "collections.abc.Reversible"
"3.6", "added", "contextlib.AbstractContextManager"
"3.6", "added", "enum.Flag"
"3.6", "added", "enum.IntFlag"
"3.6", "added", "enum.auto"
"3.6", "added", "hashlib.blake2b"
"3.6", "added", "hashlib.blake2s"
"3.6", "added", "hashlib.scrypt"
"3.6", "added", "hashlib.sha3_224"
"3.6", "added", "hashlib.sha3_256"
"3.6", "added", "hashlib.sha3_384"
"3.6", "added", "hashlib.sha3_512"
"3.6", "added", "hashlib.shake_128"
"3.6", "added", "hashlib.shake_256"
"3.6", "added", "inspect.CO_ASYNC_GENERATOR"
"3.6", "added", "inspect.isasyncgen"
"3.6", "added", "inspect.isasyncgenfunction"
"3.6", "added", "math.tau"
